KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		1	Q8829569	Tammy Wynette albums discography	studioalbum, duets, one, divorce, goldenring, womanhood, compilationalbum, myman, nexttoyou, wegotogether	0	album	100	0,56	14	0,26	-53,02	
		1	Q6593249	PFC CSKA Sofia managers	coach, alanpardew, sasailic, luigisimoni, ioanandone, hristostoichkov, paveldochev, miodragjesic, dimitarpenev, hristoyanev	0,006	human	80	0,67	4	0,09	-53,28	
		1	Q1561740	Saints of the Serbian Orthodox Church	saintsava, stefanurosv, newmartyr, johnuros, lazarofserbia, stefannemanja, helenofanjou, spiridon, orekratovac, jovanvladimir	0,01	human	81	0,75	1	0,01	-53,3	
		1	Q60753298	Jim Broadbent on screen and stage	cloudatlas, paddington, dolittle, hotfuzz, brazil, robots, brooklyn, theduke, moulinrouge, inkheart	0,01	film	101	0,5	38	0,38	-53,31	
		1	Q3072100	Compositions by Johann Strauss II	wienerblut, diefledermaus, thebluedanube, dinorah, kaiserwalzer, thegypsybaron, aufderjagd, waldmeister, casanova, freikugeln	0,01	musical work/composition	144	0,48	5	0,04	-54,43	
		1	Q101519515	Programmes broadcast by Super Hungama	pokemon, spiderman, perman, upinipin, ryukendo, thedaltons, aaronstone, mechx4, supastrikas, rescueforce	0,006	television program	25	0,68	10	0,4	-54,5	
		1	Q105394061	Programmes broadcast by Zee Telugu	jodhaakbar, gangaa, tenalirama, kasamhse, kumkumbhagya, chottibahu, amrutham, trinayani, geminitv, ekhasinathi	0,01	television program	51	0,74	6	0,12	-54,78	
		1	Q6887199	Mobile phone games of the Breath of Fire series	megaman2, minigame, teppen, breathoffire, mobilephonegame, breathoffire6, breathoffireiv, breathoffireii, breathoffireiii, turnbasedstrategy	0,012	video game	12	0,44	4	0,33	-55,07	
		1	Q6613395	Constituencies of the Gujarat Legislative Assembly	dwarka, patan, una, jetpurchhotaudaipur, vavassemblyconstituency, morbiassemblyconstituency, vadgamassemblyconstituency, bhujassemblyconstituency, gondalassemblyconstituency, tharadassemblyconstituency	0,012	constituency of the Gujarat Legislative Assembly	185	0,68	3	0,02	-55,25	
		1	Q8452147	Films about the caste system in India	jaibhim, super30, article15, puzhu, lovestory, asuran, karnan, dhadak, sairat, masaan	0,01	film	86	0,99	15	0,17	-55,47	
		1	Q6589995	Metropolitans of the Indian Orthodox Church	marthomai, thomastheapostle, marthomaix, marthomaii, dionysiousv, marthomavi, marthomav, marthomaiv, marthomavii, marthomaiii	0,01	human	67	0,38	0	0	-55,66	
		1	Q24974119	Films directed by Kodi Ramakrishna	arundhati, anji, ammoru, devi, nagarahavu, pelli, ankusam, avatharam, devullu, captain	0,01	film	44	0,92	6	0,14	-55,81	
		1	Q6630065	Musical works released in a stem format	donda2, donda, thechronic, inrainbows, yearzero, withteeth, jesusisking, spaceoddity, ghostsiiv, theslip	0,012	album, audio track	46	0,32	20	0,47	-55,98	
		3	Q6436332	1977 films	starwars, carrie, eraserhead, suspiria, anniehall, mimino, sorcerer, slapshot, house, thehobbit	0,002	film	1136	0,99	225	0,2	-56,16	
		3	Q7237407	1972 films	deepthroat, solaris, cabaret, thegodfather, fistoffury, deliverance, thegetaway, frenzy, whatsupdoc, joekidd	0,002	film	1214	0,99	217	0,18	-56,16	
		3	Q7141393	1974 films	chinatown, emmanuelle, zardoz, deathwish, darkstar, sweptaway, earthquake, foxybrown, thedeluge, lenny	0,002	film	1120	0,99	226	0,2	-56,16	
		3	Q7141519	1971 films	dirtyharry, duel, thx1138, strawdogs, klute, shaft, thebigboss, getcarter, thedevils, summerof42	0,002	film	1139	0,99	208	0,18	-56,16	
		3	Q6621658	1969 films	easyrider, bluemovie, truegrit, lapiscine, thedamned, hellodolly, kes, theredtent, topaz, qeysar	0,004	film	1025	0,98	182	0,18	-56,16	
		3	Q7237400	1978 films	grease, halloween, superman, prettybaby, jaws2, thewiz, convoy, piranha, cominghome, don	0,004	film	1188	0,98	245	0,21	-56,16	
		3	Q9756161	2018 films	hereditary, aquaman, greenbook, venom, deadpool2, oceans8, halloween, bumblebee, thenun, birdbox	0,004	film	2994	0,99	927	0,31	-56,16	
		3	Q7141445	1973 films	thesting, papillon, westworld, robinhood, theexorcist, serpico, papermoon, badlands, amarcord, malicious	0,004	film	1151	0,99	230	0,2	-56,16	
		3	Q7141335	1966 films	django, blowup, eldorado, batman, persona, alfie, grandprix, bornfree, seconds, thechase	0,006	film	947	0,98	152	0,16	-56,16	
		3	Q6773367	1970 films	lovestory, mash, sunflower, patton, airport, waterloo, riolobo, eltopo, catch22, borsalino	0,006	film	1120	0,99	216	0,19	-56,16	
		3	Q6293942	2015 films	minions, spectre, antman, sicario, thewitch, furious7, legend, themartian, insideout, creed	0,006	film	3291	0,98	925	0,28	-56,16	
		3	Q7237395	1958 films	vertigo, theblob, gigi, dracula, thefly, thevikings, kingcreole, houseboat, mononcle, auntiemame	0,006	film	1016	0,99	152	0,15	-56,16	
		3	Q7141524	1968 films	barbarella, funnygirl, bullitt, oliver, hangemhigh, thelovebug, teorema, theparty, charly, theswimmer	0,006	film	1070	0,98	195	0,18	-56,16	
		3	Q7141697	2011 films	thor, moneyball, drive, margincall, intime, thehelp, fastfive, contagion, hugo, scream4	0,006	film	2941	0,99	835	0,29	-56,16	
		3	Q7237424	2000 films	gladiator, castaway, memento, scarymovie, snatch, xmen, magnolia, malena, thepatriot, thebeach	0,006	film	1716	0,97	526	0,31	-56,16	
		3	Q7141689	2014 films	johnwick, gonegirl, whiplash, divergent, fury, maleficent, exmachina, tusk, annabelle, bighero6	0,006	film	3271	0,99	925	0,28	-56,16	
		3	Q9756616	2020 films	365days, tenet, run, soul, thefather, greenland, thehunt, emma, mulan, nomadland	0,006	film	2000	0,98	621	0,31	-56,16	
		3	Q7141701	2009 films	avatar, orphan, brothers, coraline, watchmen, 2012, 3idiots, startrek, zombieland, knowing	0,006	film	2965	0,99	859	0,29	-56,16	
		3	Q9756224	2019 films	knivesout, joker, parasite, midsommar, after, shazam, 1917, jojorabbit, glass, aladdin	0,006	film	3011	0,99	905	0,3	-56,16	
		3	Q9756138	2017 films	getout, coco, dunkirk, mother, themummy, logan, wonder, babydriver, windriver, baywatch	0,006	film	3049	0,99	884	0,29	-56,16	
		3	Q6457108	1952 films	highnoon, ikiru, limelight, vivazapata, ivanhoe, thequietman, umbertod, carrie, baijubawra, casquedor	0,006	film	1051	0,99	176	0,17	-56,16	
		3	Q6577064	1955 films	sissi, eastofeden, animalfarm, marty, oklahoma, rififi, picnic, shree420, summertime, mrmrs55	0,008	film	1026	0,98	177	0,17	-56,16	
		3	Q6966913	1967 films	thegraduate, lesamourai, playtime, viy, pointblank, samiswoi, camelot, bedazzled, warandpeace, iamcurious	0,008	film	1079	0,99	171	0,16	-56,16	
		3	Q7237415	2006 films	cars, 300, apocalypto, idiocracy, silenthill, theholiday, borat, insideman, babel, thequeen	0,008	film	2719	0,99	778	0,29	-56,16	
		3	Q7141686	2007 films	2girls1cup, spiderman3, iamlegend, themist, zodiac, atonement, enchanted, juno, deathproof, shooter	0,008	film	2745	0,98	793	0,29	-56,16	
		3	Q9756082	2016 films	yourname, rogueone, split, terrifier, deadpool, moana, arrival, lalaland, zootopia, sing	0,008	film	3248	0,99	939	0,29	-56,16	
		3	Q7237396	1975 films	jaws, sholay, rollerball, mirror, dersuuzala, storyofo, barrylyndon, mandingo, deepred, tommy	0,008	film	1079	0,99	211	0,2	-56,16	
		3	Q7141609	2002 films	xxx, spiderman, thepianist, iceage, 8mile, reddragon, lilostitch, thering, scoobydoo, unfaithful	0,008	film	1867	0,98	555	0,3	-56,16	
		3	Q6739062	2001 films	shrek, hannibal, zoolander, vanillasky, amelie, theothers, blow, iamsam, spykids, thepledge	0,008	film	1787	0,97	557	0,31	-56,16	
		3	Q8782129	1950 films	rashomon, cinderella, riogrande, harvey, allabouteve, stromboli, orpheus, doa, guncrazy, nowayout	0,008	film	1056	0,99	182	0,17	-56,16	
		3	Q8143219	1948 films	rope, redriver, fortapache, keylargo, melodytime, hamlet, theredshoes, joanofarc, thepirate, thesearch	0,008	film	900	0,99	139	0,15	-56,16	
		3	Q7141625	2004 films	troy, meangirls, saw, downfall, spiderman2, collateral, shrek2, theaviator, manonfire, irobot	0,01	film	2236	0,98	664	0,3	-56,16	
		3	Q7141589	1994 films	themask, thecrow, forrestgump, truelies, speed, stargate, thelionking, edwood, clerks, pulpfiction	0,01	film	1399	0,96	347	0,25	-56,16	
		3	Q6697026	1939 films	stagecoach, thewomen, ninotchka, gungadin, jamaicainn, thewizardofoz, loveaffair, beaugeste, jessejames, dodgecity	0,01	film	1009	0,99	160	0,16	-56,16	
		3	Q6582787	1940 films	pinocchio, fantasia, rebecca, judsuss, gaslight, theletter, theseahawk, awildhare, kittyfoyle, ourtown	0,01	film	1047	0,99	147	0,14	-56,16	
		3	Q7141607	1997 films	titanic, lolita, gijane, anastasia, meninblack, hercules, gattaca, contact, thegame, faceoff	0,01	film	1556	0,97	474	0,31	-56,16	
		3	Q6606653	1981 films	dasboot, madmax2, possession, heavymetal, excalibur, bodyheat, scanners, theevildead, porkys, thief	0,01	film	1135	0,97	249	0,22	-56,16	
		3	Q8143715	1949 films	thethirdman, whiteheat, onthetown, latespring, theheiress, bitterrice, straydog, adamsrib, doa, littlewomen	0,01	film	966	0,99	177	0,18	-56,16	
		3	Q7141630	1995 films	seven, toystory, heat, braveheart, jumanji, casino, clueless, 12monkeys, kids, waterworld	0,01	film	1422	0,97	397	0,28	-56,16	
		3	Q7141446	1976 films	taxidriver, rocky, carrie, theomen, themessage, logansrun, network, 1900, kingkong, midway	0,01	film	1124	0,98	223	0,2	-56,16	
		3	Q6632176	1986 films	topgun, standbyme, aliens, platoon, highlander, vikram, labyrinth, thefly, bluevelvet, manhunter	0,01	film	1333	0,97	318	0,24	-56,16	
		3	Q8783069	1979 films	alien, madmax, stalker, caligula, rockyii, moonraker, 1941, thetindrum, beingthere, hair	0,01	film	1182	0,98	255	0,22	-56,16	
		3	Q6582902	2012 films	prometheus, skyfall, argo, flight, lifeofpi, magicmike, sinister, ted, brave, cloudatlas	0,01	film	3035	0,99	854	0,28	-56,16	
		3	Q7141684	2005 films	lordofwar, madagascar, kingkong, sincity, hostel, munich, mrmrssmith, theisland, thedescent, jarhead	0,01	film	2361	0,99	692	0,3	-56,16	
		3	Q6645943	1987 films	predator, hellraiser, robocop, evildeadii, wallstreet, spaceballs, angelheart, moonstruck, mannequin, labamba	0,01	film	1413	0,97	345	0,24	-56,16	
		3	Q7141343	1962 films	lolita, drno, lajetee, capefear, harakiri, mondocane, hatari, thetrial, leclisse, sanjuro	0,012	film	935	0,98	137	0,15	-56,16	
		3	Q7141687	2008 films	twilight, ironman, mammamia, taken, walle, inbruges, valkyrie, thereader, ponyo, changeling	0,012	film	2863	0,99	807	0,28	-56,16	
		3	Q6644851	1983 films	scarface, flashdance, christine, octopussy, wargames, videodrome, cujo, jaws3d, rumblefish, thehunger	0,012	film	1202	0,98	273	0,23	-56,16	
		3	Q7141346	1957 films	12angrymen, oldyeller, funnyface, 310toyuma, sayonara, mayabazar, pyaasa, kanal, zerohour, motherindia	0,012	film	1020	1	126	0,12	-56,16	
		1	Q8312797	British Army personnel of World War I	edwardviii, jrrtolkien, johneden, cslewis, telawrence, aamilne, anthonyeden, noelcoward, oswaldmosley, henrymoore	0,004	human	5844	1	280	0,05	-56,17	
		3	Q6831546	2009 singles	badromance, whatislove, wavinflag, halo, ifuseekamy, pussy, 21guns, wemadeyou, rightround, theclimb	0,01	single	1618	0,83	664	0,42	-56,33	
		1	Q56722843	Filmography and awards of Sunny Leone	musicvideo, raees, jism2, ginna, baadshaho, raginimms2, bhoomi, hatestory2, leela, mastizaade	0,01	film	42	0,35	15	0,37	-56,48	
		3	Q7166225	2001 albums	invincible, toxicity, iowa, mutter, discovery, lateralus, amnesiac, britney, vespertine, aaliyah	0,004	album	2117	0,97	670	0,32	-56,54	
		3	Q7031902	1998 albums	rayoflight, mezzanine, americana, virtualxi, aquemini, yield, hellonasty, believe, adore, oceanborn	0,004	album	1842	0,97	540	0,3	-56,54	
		3	Q7166155	1995 albums	thebends, jesuswept, post, thexfactor, daydream, insomniac, ozzmosis, outside, forbidden, balance	0,004	album	1648	0,99	521	0,32	-56,54	
		3	Q9732871	2004 albums	encore, reisereise, vol3, mmfood, breakaway, chuck, once, medulla, thecure, thacarter	0,004	album	2588	0,98	748	0,29	-56,54	
		3	Q7165868	1970 albums	letitbe, paranoid, dejavu, eltonjohn, abraxas, trespass, loaded, lizard, kilnhouse, pendulum	0,004	album	689	0,99	187	0,28	-56,54	
		3	Q6695148	1999 albums	2001, millennium, issues, play, risk, thefragile, rainbow, humanclay, iam, hours	0,005	album	1978	0,97	578	0,3	-56,54	
		3	Q9728126	1996 albums	load, pinkerton, aenima, evilempire, alleyezonme, thescore, roots, nocode, filosofem, atliens	0,005	album	1773	0,98	558	0,32	-56,54	
		3	Q7166194	1997 albums	okcomputer, reload, beherenow, comeonover, sehnsucht, nimrod, homogenic, duderanch, butterfly, ultra	0,005	album	1815	0,97	547	0,31	-56,54	
		3	Q20735643	2016 albums	lemonade, anti, blackstar, blonde, starboy, views, thegetaway, mixtape, joanne, endless	0,005066666667	album	2459	0,62	693	0,38	-56,54	
		3	Q7166211	2002 albums	bytheway, onebyone, vril, stripped, heathen, therising, maladroit, nellyville, riotact, godsson	0,006	album	2198	0,98	659	0,3	-56,54	
		3	Q7166218	2003 albums	meteora, stanger, revolution, blink182, inthezone, thinktank, elephunk, absolution, elephant, deftones	0,006	album	2432	0,98	739	0,31	-56,54	
		3	Q6415485	1972 albums	vol4, harvest, foxtrot, baretrees, ben, eatapeach, pinkmoon, mardigras, schoolsout, machinehead	0,0072	album	756	0,99	233	0,31	-56,54	
		3	Q7213560	1991 albums	nevermind, metallica, dangerous, innuendo, loveless, outoftime, kerplunk, emotions, human, spiderland	0,008	album	1261	0,98	386	0,31	-56,54	
		3	Q7166188	1993 albums	motorcycle, debut, getagrip, zooropa, musicbox, janet, inutero, chaosad, duranduran, souvlaki	0,008	album	1404	0,98	415	0,3	-56,54	
		3	Q4431809	2011 albums	takecare, mixtape, imwithyou, section80, myloxyloto, lulu, upallnight, bornthisway, goblin, thefall	0,009066666667	album	3098	0,72	831	0,31	-56,54	
		3	Q6544302	2013 albums	yeezus, beyonce, artpop, mixtape, paramore, bangerz, kissland, prism, yourstruly, thenextday	0,009066666667	album	2897	0,68	874	0,37	-56,54	
		3	Q30649383	2018 albums	kamikaze, astroworld, mixtape, scorpion, sweetener, prequelle, queen, camila, swimming, daytona	0,009066666667	album	1886	0,63	586	0,39	-56,54	
		3	Q7166154	1994 albums	dookie, vitalogy, smash, parklife, motleycrue, purple, monster, mellowgold, awake, mylife	0,01	album	1611	0,98	519	0,33	-56,54	
		3	Q7166130	1990 albums	violator, painkiller, goo, tyr, crazyworld, blackalbum, rustinpeace, bossanova, empire, behaviour	0,01	album	1161	0,98	384	0,33	-56,54	
		3	Q24897136	2017 albums	reputation, damn, dualipa, mixtape, ctrl, revival, 444, flowerboy, melodrama, witness	0,01106666667	album	2531	0,56	681	0,38	-56,54	
		3	Q7166259	1969 albums	abbeyroad, ummagumma, letitbleed, tommy, davidbowie, more, greenriver, deeppurple, thenplayon, beckola	0,012	album	723	0,99	187	0,26	-56,54	
		3	Q9729708	2000 albums	kida, whitepony, music, stankonia, renegades, warning, voodoo, ratedr, blackblue, holywood	0,012	album	2005	0,97	646	0,33	-56,54	
		3	Q6593109	Odia writers	jayadeva, manojdas, saraha, bhimabhoi, saraladas, saraladasa, balaramdas, pratibharay, luipa, radhanathray	0,004	human	200	0,75	3	0,02	-56,74	
		3	Q7138540	2004 manga	dgrayman, souleater, reborn, kinnikuman, blame, muvluv, luckystar, cutiehoney, air, sekirei	0,01	manga	217	0,82	50	0,23	-57,17	
		3	Q7138519	2003 manga	deathnote, xxxholic, shamanking, gintama, souleater, kurosagi, muvluv, yotsuba, basilisk, pluto	0,01	manga	166	0,88	43	0,26	-57,17	
		3	Q7037866	1981 deaths	bobmarley, anwarsadat, joelouis, adamwalsh, moshedayan, nataliewood, veraellen, savitri, terryfox, bobbysands	0,004	human	5080	0,99	131	0,03	-57,3	
		3	Q6937995	1975 deaths	susancurtis, pkrosy, ummkulthum, kkamaraj, eisakusato, moehoward, rodserling, larryfine, grahamhill, timbuckley	0,006	human	4818	0,99	154	0,03	-57,3	
		3	Q6615329	1969 deaths	sharontate, hochiminh, brianjones, judygarland, madhubala, liushaoqi, jaysebring, ottodix, jackkerouac, janpalach	0,006	human	4786	0,99	138	0,03	-57,3	
		3	Q6581609	1993 deaths	brandonlee, frankzappa, jameshunt, arthurashe, euronymous, ggallin, billbixby, cantinflas, fredgwynne, pabloescobar	0,006	human	6096	0,99	200	0,03	-57,3	
		3	Q6553818	1992 deaths	bennyhill, samkinison, samwalton, isaacasimov, dickyork, jamesewebb, johncage, joseferrer, robertreed, lixiannian	0,006	human	5860	0,99	172	0,03	-57,3	
		3	Q6553799	1991 deaths	milesdavis, drseuss, jiangqing, oonaoneill, dead, reddfoxx, leeremick, kencurtis, frankcapra, rajivgandhi	0,008	human	5528	0,99	178	0,03	-57,3	
		3	Q6937006	1944 deaths	rezashah, edvardmunch, ludwigbeck, lupevelez, marcbloch, berthabenz, glennmiller, asmahan, maxjacob, haroldlowe	0,008	human	5095	0,99	102	0,02	-57,3	
		3	Q6938449	1985 deaths	yulbrynner, rockhudson, enverhoxha, helenblair, rogermaris, cusdamato, dianfossey, annebaxter, orsonwelles, vasylstus	0,008	human	5353	0,99	166	0,03	-57,3	
		3	Q6938369	1983 deaths	garrincha, davidniven, joanmiro, luisbunuel, gailmathews, herge, meyerlansky, bearbryant, roydemeo, klausnomi	0,008	human	5143	0,99	165	0,03	-57,3	
		3	Q6937936	1974 deaths	debrakent, donnamanson, nancywilcox, juanperon, casselliot, nickdrake, edsullivan, pengdehuai, earlwarren, jackbenny	0,008	human	4719	1	149	0,03	-57,3	
		3	Q6561488	1986 deaths	carygrant, barryseal, desiarnaz, giacarangi, donnareed, phillynott, olofpalme, roycohn, lenbias, coluche	0,008	human	5387	0,99	163	0,03	-57,3	
		3	Q7021195	1963 deaths	edithpiaf, cslewis, patsycline, webdubois, johnfkennedy, rikidozan, nazmhikmet, erniedavis, jdtippit, robertfrost	0,01	human	4257	1	121	0,03	-57,3	
		3	Q6561517	1966 deaths	waltdisney, kenmiles, lennybruce, sayyidqutb, homijbhabha, edwynn, jeanarp, baichongxi, laoshe, dtsuzuki	0,01	human	4555	1	115	0,03	-57,3	
		3	Q6938403	1984 deaths	anseladams, edgein, marvingaye, raykroc, jamesmason, jeffdoucet, dianadors, pauldirac, kdjadhav, ylmazguney	0,01	human	5141	0,99	166	0,03	-57,3	
		3	Q6937556	1967 deaths	cheguevara, puyi, jackruby, vivienleigh, toto, gusgrissom, luigitenco, haroldholt, otisredding, bertlahr	0,01	human	4644	1	146	0,03	-57,3	
		3	Q6937238	1957 deaths	eliotness, diegorivera, agakhaniii, oliverhardy, levrebet, bugsmoran, judytyler, karlplagge, louisbmayer, maxophuls	0,012	human	3841	1	111	0,03	-57,3	
		3	Q6936940	1940 deaths	leontrotsky, jjthomson, paulklee, udhamsingh, italobalbo, kbhedgewar, isaacbabel, robertwadlow, tommix, carlbosch	0,012	human	3797	1	115	0,03	-57,3	
		3	Q6938082	1977 deaths	robertwinch, bingcrosby, elvispresley, marcbolan, anthonyeden, anaisnin, stevebiko, mariacallas, peterfinch, aliatoukan	0,012	human	4924	1	130	0,03	-57,3	
		3	Q6937059	1948 deaths	baberuth, hidekitojo, dwgriffith, mariamandl, mahatmagandhi, hugoboss, milevamaric, karlbrandt, franzlehar, kankikuchi	0,012	human	3548	1	90	0,03	-57,3	
